kod_sekolah,name,address,latitude,longitude,ppd,school_type,,sebab_ralat
ABD2176,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STRATHISLA,HALA CHEPOR 16, TAMAN CHEPOR RAYA,4.692734109,101.0921963,PPD KINTA UTARA,['RENDAH'],could not convert string to float: 'TAMAN CHEPOR RAYA'
ABD3059,SEKOLAH JENIS KEBANGSAAN (TAMIL) KUALA KURAU,JKR 410 JLN RAJA BASHAH, KUALA KURAU,5.018645,100.434028,PPD KRIAN,['RENDAH'],could not convert string to float: 'KUALA KURAU'
ABD3060,SEKOLAH JENIS KEBANGSAAN (TAMIL) SIMPANG LIMA,JALAN TERUSAN, SIMPANG LIMA,5.093560835,100.4902052,PPD KRIAN,['RENDAH'],could not convert string to float: 'SIMPANG LIMA'
ABD3062,SEKOLAH JENIS KEBANGSAAN (TAMIL) SAINT MARY'S,KOMPLEKS SEKOLAH WAWASAN, PEKAN BARU,5.117974,100.494504,PPD KRIAN,['RENDAH'],could not convert string to float: 'PEKAN BARU'
ABD3068,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JIN SENG,LADANG JIN SENG, BATU 4, JLN SIAKAP,4.956041,100.470371,"['PPD KRIAN', 'RENDAH']",could not convert string to float: 'JLN SIAKAP'
ABD3070,SEKOLAH JENIS KEBANGSAAN (TAMIL) ARUMUGAM PILLAI,MATANG PASIR, ALOR PONGSU,5.081222,100.600524,PPD KRIAN,['RENDAH'],could not convert string to float: 'ALOR PONGSU'
ABD5103,SEKOLAH JENIS KEBANGSAAN (TAMIL) SITHAMBARAM PILLAY,1132, JALAN JAWA,4.020413,101.025829,PPD HILIR PERAK,['RENDAH'],could not convert string to float: 'JALAN JAWA'
ABD5107,SEKOLAH JENIS KEBANGSAAN (TAMIL) DATO SITHAMBARAM PILLAY,BATU 6,KAMPUNG GLOUSTER, JALAN CHANGKAT JONG,4.004546,101.087934,"['PPD HILIR PERAK', 'RENDAH']",could not convert string to float: 'JALAN CHANGKAT JONG'
ABD5109,SEKOLAH JENIS KEBANGSAAN (TAMIL) NATESA PILLAY,BATU 14, JALAN BIDOR,4.008185,101.19047,PPD HILIR PERAK,['RENDAH'],could not convert string to float: 'JALAN BIDOR'
ABD5113,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG BATAK RABIT,LDG.BATAK RABIT,KM 1 JLN.KG.BANJAR,3.988594,101.010673,PPD HILIR PERAK,['RENDAH'],could not convert string to float: 'KM 1 JLN.KG.BANJAR'
ABD5114,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG NOVA SCOTIA 1,BATU 5, JALAN MAHARAJA LELA,3.968458,100.981485,PPD HILIR PERAK,['RENDAH'],could not convert string to float: 'JALAN MAHARAJA LELA'
ABD6116,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG GETAH TAIPING,BATU 14, JALAN BRUAS,4.687450449,100.7105485,PPD LARUT/MATANG/SELAMA,['RENDAH'],could not convert string to float: 'JALAN BRUAS'
ABDB002,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA 1,BATU 9.5 KILOMETER, JALAN MAHARAJALELA,3.914283,100.962848,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'JALAN MAHARAJALELA'
ABDB005,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG TELUK BULOH,LADANG TELUK BULOH, JALAN SABAK BERNAM,3.876731,100.953069,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'JALAN SABAK BERNAM'
ABDB006,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG JENDARATA BAHAGIAN ALPHA BERNAM,JALAN SABAK BERNAM, LADANG ALPHA BERNAM,3.826325,100.971827,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'LADANG ALPHA BERNAM'
ABDB007,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG FLEMINGTON,PETI SURAT 22,LADANG FLEMINGTON,BATU 16,3.890583,100.872157,"['PPD BAGAN DATUK', 'RENDAH']",could not convert string to float: 'BATU 16'
ABDB010,SEKOLAH JENIS KEBANGSAAN (TAMIL & TELUGU) BAGAN DATOH,KM 45, JALAN BAGAN DATOH,3.981728,100.786967,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'JALAN BAGAN DATOH'
ABDB011,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG STRATHMASHIE,LADANG STRATHMASHIE, JLN BG DATOH,4.010494,100.822366,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'JLN BG DATOH'
ABDB015,SEKOLAH JENIS KEBANGSAAN (TAMIL) LADANG KAMATCHY,BATU 9, JALAN HUTAN MELINTANG,3.93177,100.944355,PPD BAGAN DATUK,['RENDAH'],could not convert string to float: 'JALAN HUTAN MELINTANG'
ACT3002,SRA AR-RIDHWANIAH,TELOK MEDAN, JALAN TAIPING,4.98425142,100.5830755,PPD KRIAN,['RENDAH'],could not convert string to float: 'JALAN TAIPING'
AEA0040,SEKOLAH MENENGAH KEBANGSAAN CHENDERIANG,KM 2, JALAN TEMOH TAPAH,4.234802516,101.2065954,PPD BATANG PADANG,['MENENGAH'],could not convert string to float: 'JALAN TEMOH TAPAH'
AEA0043,SEKOLAH MENENGAH SAINS TAPAH,BATU 2, JALAN PAHANG,4.218959,101.281601,PPD BATANG PADANG,['MENENGAH'],could not convert string to float: 'JALAN PAHANG'
AEA2045,SEKOLAH MENENGAH KEBANGSAAN RAJA PERMAISURI BAINUN,JALAN INTAN, KAMPUNG DATO' AHMAD SAID,4.628071688,101.076632,PPD KINTA UTARA,['MENENGAH'],"could not convert string to float: ""KAMPUNG DATO' AHMAD SAID"""
AEA2051,SEKOLAH MENENGAH KEBANGSAAN JALAN TASEK,JALAN SULTAN AZLAN SHAH (U), TAMAN TASEK INDRA,4.629966,101.117525,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'TAMAN TASEK INDRA'
AEA2053,SEKOLAH MENENGAH KEBANGSAAN LAHAT,PERSIARAN LAHAT BARU 6,  BANDAR LAHAT BARU,4.535411708,101.0426793,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'BANDAR LAHAT BARU'
AEA2060,SEKOLAH MENENGAH KEBANGSAAN BUNTONG,PERSIARAN RISHAH (S) 1/1B, DESA RISHAH,4.586715,101.047674,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'DESA RISHAH'
AEA2065,SEKOLAH MENENGAH KEBANGSAAN RAPAT SETIA,JALAN TENAGA, RAPAT SETIA,4.566311,101.124578,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'RAPAT SETIA'
AEA2066,SEKOLAH MENENGAH KEBANGSAAN TAMBUN,JALAN TANJUNG RAMBUTAN, TAMBUN,4.623032,101.142106,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'TAMBUN'
AEA2067,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU PUTRA,PERSIARAN PUTRA 9, BANDAR BARU PUTRA,4.664555,101.144995,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'BANDAR BARU PUTRA'
AEA3090,SEKOLAH MENENGAH KEBANGSAAN PEKAN BARU,JALAN MERBOK, TAMAN PEKAN BARU,5.119745,100.492941,PPD KRIAN,['MENENGAH'],could not convert string to float: 'TAMAN PEKAN BARU'
AEA6048,SEKOLAH MENENGAH KEBANGSAAN DOKTOR BURHANUDDIN,NO 58, JALAN RAJA SULONG, KG BOYAN,4.84429,100.729431,"['PPD LARUT/MATANG/SELAMA', 'MENENGAH']",could not convert string to float: 'KG BOYAN'
AEA6054,SEKOLAH MENENGAH KEBANGSAAN JELAI,JALAN BESAR, JELAI,5.016407249,100.8026416,PPD LARUT/MATANG/SELAMA,['MENENGAH'],could not convert string to float: 'JELAI'
AEAA002,SEKOLAH MENENGAH KEBANGSAAN SLIM,JLN MELATI, TAMAN SEROJA,3.824957174,101.4009821,PPD BATANG PADANG,['MENENGAH'],could not convert string to float: 'TAMAN SEROJA'
AEAA004,SEKOLAH MENENGAH KEBANGSAAN PROTON CITY,JALAN PC10, PROTON CITY,3.743103,101.539077,PPD BATANG PADANG,['MENENGAH'],could not convert string to float: 'PROTON CITY'
AEAB001,SEKOLAH MENENGAH KEBANGSAAN ULU BERNAM,BAHAGIAN SATU, LADANG ULU BERNAM,3.745838,101.148827,PPD BAGAN DATUK,['MENENGAH'],could not convert string to float: 'LADANG ULU BERNAM'
AEAB004,SEKOLAH MENENGAH KEBANGSAAN SERI PERKASA,JALAN SABAK BERNAM, SEBELUM JAMBATAN SABAK BERNAM,3.807183,100.998095,PPD BAGAN DATUK,['MENENGAH'],could not convert string to float: 'SEBELUM JAMBATAN SABAK BERNAM'
AEB2045,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),NO 111, JALAN LAHAT,4.590886,101.07278,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'JALAN LAHAT'
AEB2047,SEKOLAH MENENGAH KEBANGSAAN PEREMPUAN METHODIST,NO. 2, JALAN RAJA PERMAISURI BAINUN,4.587162,101.084481,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'JALAN RAJA PERMAISURI BAINUN'
AEB2049,SEKOLAH MENENGAH KEBANGSAAN TARCISIAN CONVENT,JALAN ABDUL MANAP, TAMAN LIM,4.609428,101.06989,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'TAMAN LIM'
AEB2054,SEKOLAH MENENGAH KEBANGSAAN POI LAM,4, JALAN SRI KLEBANG D/2, BANDAR BARU SRI KLEBANG,4.69107,101.117748,"['PPD KINTA UTARA', 'MENENGAH']",could not convert string to float: 'BANDAR BARU SRI KLEBANG'
AEB2059,KOLEJ TINGKATAN ENAM SERI PUTERA,KEPAYANG, FAIR PARK,4.606149,101.096085,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'FAIR PARK'
AEB4073,SEKOLAH MENENGAH KEBANGSAAN TSUNG WAH,66-B,JLN DATO SAGOR,4.770887396,100.9259874,PPD KUALA KANGSAR,['MENENGAH'],could not convert string to float: 'JLN DATO SAGOR'
AEB5170,SEKOLAH MENENGAH KEBANGSAAN SAN MIN,LOT 1146,JALAN MERBOK,4.005761,101.026944,PPD HILIR PERAK,['MENENGAH'],could not convert string to float: 'JALAN MERBOK'
AEB6052,SEKOLAH MENENGAH KEBANGSAAN (P) TREACHER METHODIST,NO. 5, JLN MUZIUM,4.860178475,100.7429026,PPD LARUT/MATANG/SELAMA,['MENENGAH'],could not convert string to float: 'JLN MUZIUM'
AEB6055,SEKOLAH MENENGAH KEBANGSAAN SRI KOTA,JALAN RAJA SULONG, KPG BOYAN,4.843033246,100.7305464,PPD LARUT/MATANG/SELAMA,['MENENGAH'],could not convert string to float: 'KPG BOYAN'
AEE2073,SEKOLAH MENENGAH KEBANGSAAN TRONOH,JALAN 3, OFF JALAN TRONOH,4.425468,100.990163,PPD KINTA SELATAN,['MENENGAH'],could not convert string to float: 'OFF JALAN TRONOH'
AEE8703,SEKOLAH MENENGAH KEBANGSAAN DATO' SERI MAHARAJA LELA,JALAN BESAR, KG GAJAH,4.18043603,100.9433198,PPD PERAK TENGAH,['MENENGAH'],could not convert string to float: 'KG GAJAH'
AEE9004,SEKOLAH MENENGAH KEBANGSAAN METHODIST (ACS),18, JLN KUALA DIPANG,4.317044,101.152498,PPD KINTA SELATAN,['MENENGAH'],could not convert string to float: 'JLN KUALA DIPANG'
AEEB001,SEKOLAH MENENGAH KEBANGSAAN KHIR JOHARI,BATU 17, JALAN BAGAN DATOH,3.891203,100.850058,PPD BAGAN DATUK,['MENENGAH'],could not convert string to float: 'JALAN BAGAN DATOH'
AEEB002,SEKOLAH MENENGAH KEBANGSAAN TUN ABD RAZAK,BATU 23, SELEKOH,3.910727,100.772887,PPD BAGAN DATUK,['MENENGAH'],could not convert string to float: 'SELEKOH'
AFA2001,MAAHAD TAHFIZ AL-QURAN & AKADEMIK BAKIP (MATAQAB),LOT 339319, BANDAR MERU RAYA,4.663799,101.090032,PPD KINTA UTARA,['MENENGAH'],could not convert string to float: 'BANDAR MERU RAYA'
AFT4001,SEKOLAH MENENGAH AGAMA AD-DINIAH AL-ISLAMIAH,KAMPUNG LALANG, PADANG RENGAS,4.783185509,100.8485265,PPD KUALA KANGSAR,['MENENGAH'],could not convert string to float: 'PADANG RENGAS'
AFT6003,SABK MAAHAD AL-KHAIR LIL BANAT,JALAN SEKOLAH ARAB, KG.JANA BARU,4.888673358,100.7240183,PPD LARUT/MATANG/SELAMA,['MENENGAH'],could not convert string to float: 'KG.JANA BARU'
AFTB001,SMA AL-ULUM AL-SYAR'IYYAH,BATU 20, JALAN BAGAN DATOK,3.88959,100.8191,PPD BAGAN DATUK,['MENENGAH'],could not convert string to float: 'JALAN BAGAN DATOK'
AHA5001,KOLEJ VOKASIONAL (PERTANIAN) TELUK INTAN,BATU 4, JALAN CHANGKAT JONG,3.991226,101.053796,PPD HILIR PERAK,['MENENGAH'],could not convert string to float: 'JALAN CHANGKAT JONG'
AHA7001,KOLEJ VOKASIONAL GERIK,KM 4, JALAN KUALA RUI,5.452773,101.143501,PPD HULU PERAK,['MENENGAH'],could not convert string to float: 'JALAN KUALA RUI'
AKE6159,KOLEJ VOKASIONAL TAIPING,BATU 4,KAMUNTING,4.897609191,100.7319766,PPD LARUT/MATANG/SELAMA,['MENENGAH'],could not convert string to float: 'KAMUNTING'
BBA0004,SEKOLAH KEBANGSAAN TELOK MENEGON,BATU 3, JALAN KOTA RAJA,3.031078,101.475631,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN KOTA RAJA'
BBA0005,SEKOLAH KEBANGSAAN BUKIT NAGA,BATU 6, KG. BUKIT NAGA, SEKSYEN 32,3.003152,101.504567,"['PPD KLANG', 'RENDAH']",could not convert string to float: 'SEKSYEN 32'
BBA0006,SEKOLAH KEBANGSAAN JALAN KEBUN,BATU 7 1/2 JALAN KEBUN, SEKSYEN 30,2.973031,101.518007,PPD KLANG,['RENDAH'],could not convert string to float: 'SEKSYEN 30'
BBA0008,SEKOLAH KEBANGSAAN RANTAU PANJANG,JALAN GENTING, RANTAU PANJANG,3.067503,101.410826,PPD KLANG,['RENDAH'],could not convert string to float: 'RANTAU PANJANG'
BBA0009,SEKOLAH KEBANGSAAN SEMENTA,BATU 6, JALAN KAPAR,3.092975,101.384533,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN KAPAR'
BBA0011,SEKOLAH KEBANGSAAN BUKIT KAPAR,JALAN SETIA JAYA, KG BUKIT KAPAR,3.166437,101.424347,PPD KLANG,['RENDAH'],could not convert string to float: 'KG BUKIT KAPAR'
BBA0012,SEKOLAH KEBANGSAAN SUNGAI BINJAI,BATU 6, PEKAN MERU,3.137499,101.438484,PPD KLANG,['RENDAH'],could not convert string to float: 'PEKAN MERU'
BBA0013,SEKOLAH KEBANGSAAN PULAU INDAH,JALAN SIDANG SULAIMAN, PULAU INDAH,2.93167,101.319437,PPD KLANG,['RENDAH'],could not convert string to float: 'PULAU INDAH'
BBA0016,SEKOLAH KEBANGSAAN KG RAJA UDA,JALAN KENANGA, KG RAJA UDA,3.016801,101.40952,PPD KLANG,['RENDAH'],could not convert string to float: 'KG RAJA UDA'
BBA0017,SEKOLAH KEBANGSAAN PANDAMARAN JAYA,JALAN 12, PANDAMARAN JAYA,3.006152,101.423006,PPD KLANG,['RENDAH'],could not convert string to float: 'PANDAMARAN JAYA'
BBA0019,SEKOLAH KEBANGSAAN SUNGAI SERDANG,BT 13 1/2, JALAN KAPAR,3.149329,101.327528,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN KAPAR'
BBA0022,SEKOLAH KEBANGSAAN TELOK GONG,KG NELAYAN, TELOK GONG,2.964199,101.385375,PPD KLANG,['RENDAH'],could not convert string to float: 'TELOK GONG'
BBA0023,SEKOLAH KEBANGSAAN TAMAN KLANG JAYA,JALAN SERULING 56, OFF JALAN LANGAT,3.004153,101.450129,PPD KLANG,['RENDAH'],could not convert string to float: 'OFF JALAN LANGAT'
BBA0024,SEKOLAH KEBANGSAAN TAMAN SRI MUDA,25/20 JALAN NYAMAN, TAMAN SRI MUDA,3.032753,101.529101,PPD PETALING PERDANA,['RENDAH'],could not convert string to float: 'TAMAN SRI MUDA'
BBA0029,SEKOLAH KEBANGSAAN ABDUL SAMAT,BATU 11, JALAN KAPAR,3.137807,101.371575,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN KAPAR'
BBA0033,SEKOLAH KEBANGSAAN KAMPUNG JAWA,JALAN KOTA RAJA, KAMPUNG JAWA,3.026465,101.463111,PPD KLANG,['RENDAH'],could not convert string to float: 'KAMPUNG JAWA'
BBA0034,SEKOLAH KEBANGSAAN TAMAN SRI ANDALAS,JALAN TUN DR. ISMAIL, OFF JALAN LANGAT,3.018473,101.451806,PPD KLANG,['RENDAH'],could not convert string to float: 'OFF JALAN LANGAT'
BBA0035,SEKOLAH KEBANGSAAN TAMAN GEMBIRA,JALAN HILIR DUA, TELOK GADONG,3.036857,101.429877,PPD KLANG,['RENDAH'],could not convert string to float: 'TELOK GADONG'
BBA0037,SEKOLAH KEBANGSAAN BUKIT KEMUNING 2,LOT N0 4, JALAN ANGGERIK DORITIS 31/143,2.983893,101.54097,PPD KLANG,['RENDAH'],could not convert string to float: 'JALAN ANGGERIK DORITIS 31/143'
BBA0038,SEKOLAH KEBANGSAAN MERU (2),JALAN PAIP, PEKAN MERU,3.153299,101.460825,PPD KLANG,['RENDAH'],could not convert string to float: 'PEKAN MERU'
BBA0039,SEKOLAH KEBANGSAAN SUNGAI KAPAR INDAH,JLN SUNGAI KAPAR INDAH 6, TMN SUNGAI KAPAR INDAH,3.10025,101.384554,PPD KLANG,['RENDAH'],could not convert string to float: 'TMN SUNGAI KAPAR INDAH'
BBA0040,SEKOLAH KEBANGSAAN KOTA KEMUNING,JALAN ANGGERIK ARANDA 31/8, KOTA KEMUNING,2.996389,101.547397,PPD KLANG,['RENDAH'],could not convert string to float: 'KOTA KEMUNING'
BBA0042,SEKOLAH KEBANGSAAN PULAU INDAH (2),BANDAR ARMADA PUTRA, PULAU INDAH,2.977965,101.34488,PPD KLANG,['RENDAH'],could not convert string to float: 'PULAU INDAH'
BBA0043,SEKOLAH KEBANGSAAN BUKIT RIMAU,11 PERSIARAN SUNGAI SELANGOR, SEKSYEN 32,2.992115,101.527004,PPD KLANG,['RENDAH'],could not convert string to float: 'SEKSYEN 32'
BBA1003,SEKOLAH KEBANGSAAN BANDAR,JALAN ISTANA, KAMPUNG BANDAR,2.864041,101.438932,PPD KUALA LANGAT,['RENDAH'],could not convert string to float: 'KAMPUNG BANDAR'
BBA1007,SEKOLAH KEBANGSAAN BKT CHANGGANG,KG. BUKIT CHANGGANG,BANTING, KUALA LANGAT,2.832285,101.627348,"['PPD KUALA LANGAT', 'RENDAH']",could not convert string to float: 'KUALA LANGAT'
BBA1027,SEKOLAH KEBANGSAAN KANCHONG DARAT,JALAN SULTAN ALAM SHAH, KANCHONG DARAT,2.788408,101.48279,PPD KUALA LANGAT,['RENDAH'],could not convert string to float: 'KANCHONG DARAT'
BBA1036,SEKOLAH KEBANGSAAN RTB BUKIT CHANGGANG,RANCANGAN TANAH BELIA, BUKIT CHANGGANG,2.805429,101.657137,PPD KUALA LANGAT,['RENDAH'],could not convert string to float: 'BUKIT CHANGGANG'
BBA1039,SEKOLAH KEBANGSAAN (ASLI) BUKIT KEMANDOL,JALAN DESA KEMANDOL 1, TAMAN DESA KEMANDOL,2.93948,101.565414,PPD KUALA LANGAT,['RENDAH'],could not convert string to float: 'TAMAN DESA KEMANDOL'
BBA3001,SEKOLAH KEBANGSAAN ASSAM JAWA,KM 38.4, JALAN KLANG KUALA SELANGOR,3.291277,101.292694,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN KLANG KUALA SELANGOR'
BBA3002,SEKOLAH KEBANGSAAN BKT BADONG,BATU 3, KAMPUNG BUKIT BADONG,3.33367,101.414126,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KAMPUNG BUKIT BADONG'
BBA3003,SEKOLAH KEBANGSAAN BKT KERAYONG,JALAN SEKOLAH, KG. BUKIT KERAYONG 1,3.210736,101.401526,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KG. BUKIT KERAYONG 1'
BBA3004,SEKOLAH KEBANGSAAN DATO' MAHARAJA LELA,JALAN PARIT OMAR, KAMPUNG BUKIT CHERAKA,3.271809,101.35235,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KAMPUNG BUKIT CHERAKA'
BBA3005,SEKOLAH KEBANGSAAN TAMBAK JAWA,KILOMETER 26, JERAM,3.18226,101.315073,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JERAM'
BBA3009,SEKOLAH KEBANGSAAN PASANGAN,JALAN RAWANG, KG. KUANTAN,3.362244,101.308846,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KG. KUANTAN'
BBA3010,SEKOLAH KEBANGSAAN RANTAU PANJANG,KM 34, JALAN RAWANG, RANTAU PANJANG,3.398677,101.440596,"['PPD KUALA SELANGOR', 'RENDAH']",could not convert string to float: 'RANTAU PANJANG'
BBA3011,SEKOLAH KEBANGSAAN IJOK,BATU 7, IJOK,3.309637,101.393168,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'IJOK'
BBA3013,SEKOLAH KEBANGSAAN BKT BELIMBING,JALAN RAJA MUSA , KG. BUKIT BELIMBING,3.384737,101.269313,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KG. BUKIT BELIMBING'
BBA3014,SEKOLAH KEBANGSAAN KUALA SELANGOR,SIMPANG 4, KAMPONG PERMATANG,3.365691,101.250793,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KAMPONG PERMATANG'
BBA3016,SEKOLAH KEBANGSAAN SUNGAI BURONG,BATU 12, JALAN BERNAM,3.461977,101.137842,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN BERNAM'
BBA3017,SEKOLAH KEBANGSAAN SRI TIRAM,JALAN SETANJUNG, KG. SERI TIRAM JAYA,3.447643,101.239162,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KG. SERI TIRAM JAYA'
BBA3021,SEKOLAH KEBANGSAAN PARIT EMPAT,BATU 14, JALAN BERNAM,3.482411,101.119491,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN BERNAM'
BBA3024,SEKOLAH KEBANGSAAN JALAN RAJA MUSA,BATU 8, JALAN RAJA MUSA,3.40737,101.318686,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN RAJA MUSA'
BBA3025,SEKOLAH KEBANGSAAN SUNGAI TERAP,BATU 4, JALAN BERNAM,3.389634,101.222259,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN BERNAM'
BBA3026,SEKOLAH KEBANGSAAN PARIT SERONG,JALAN PARIT SERONG, KG. PARIT SERONG,3.41811,101.227014,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'KG. PARIT SERONG'
BBA3028,SEKOLAH KEBANGSAAN SAWAH SEMPADAN,BLOK D, SAWAH SEMPADAN,3.462373,101.221411,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'SAWAH SEMPADAN'
BBA3034,SEKOLAH KEBANGSAAN SAUJANA UTAMA IJOK,PERSIARAN SAUJANA 3, SAUJANA UTAMA,3.21034,101.477773,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'SAUJANA UTAMA'
BBA3035,SEKOLAH KEBANGSAAN PUNCAK ALAM 2,JALAN GUGUSAN ALAM 7/1,SEKSYEN 7,3.226211,101.424617,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'SEKSYEN 7'
BBA3036,SEKOLAH KEBANGSAAN SERI PRISTANA,LOT 8214 JALAN SP2/1, SERI PRISTANA,3.208731,101.471506,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'SERI PRISTANA'
BBA3037,SEKOLAH KEBANGSAAN PUNCAK ALAM 3,LOT 7664, JALAN ASTANA 13/2,3.246114,101.425715,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'JALAN ASTANA 13/2'
BBA3038,SEKOLAH KEBANGSAAN DESA AMAN,TAMAN DESA COALFIELDS, FASA 3,3.233673,101.485367,PPD KUALA SELANGOR,['RENDAH'],could not convert string to float: 'FASA 3'
BBA4003,SEKOLAH KEBANGSAAN AMPANG CAMPURAN,AMPANG CAMPURAN, JALAN IKAN JELAWAT,3.132981,101.767877,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'JALAN IKAN JELAWAT'
BBA4004,SEKOLAH KEBANGSAAN SERI SEKAMAT,BT 12 1/2, JALAN CHERAS,3.023908,101.779649,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'JALAN CHERAS'
BBA4005,SEKOLAH KEBANGSAAN BATU SEMBILAN,BATU 9 , JALAN CHERAS,3.06983,101.768654,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'JALAN CHERAS'
BBA4011,SEKOLAH KEBANGSAAN SUNGAI LUI,KM 33, KAMPUNG SUNGAI LUI,3.166498,101.883977,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'KAMPUNG SUNGAI LUI'
BBA4019,SEKOLAH KEBANGSAAN KG CHERAS BAHARU,JALAN 34B,KG.CHERAS BARU,3.111171,101.74976,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'KG.CHERAS BARU'
BBA4020,SEKOLAH KEBANGSAAN LEMBAH JAYA,JALAN 9A, KAMPUNG LEMBAH JAYA SELATAN,3.137911,101.78549,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'KAMPUNG LEMBAH JAYA SELATAN'
BBA4021,SEKOLAH KEBANGSAAN ULU SEMENYIH,KM 40, JALAN SG. LALANG,2.992503,101.870549,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'JALAN SG. LALANG'
BBA4024,SEKOLAH KEBANGSAAN AMPANG,JALAN MERBAU, KG MELAYU AMPANG,3.152714,101.760213,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'KG MELAYU AMPANG'
BBA4025,SEKOLAH KEBANGSAAN BANDAR BARU BANGI,JALAN 2/1, SEKSYEN 2,2.946143,101.770983,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'SEKSYEN 2'
BBA4027,SEKOLAH KEBANGSAAN SUNGAI KANTAN,JALAN PADANG TEMBAK, SUNGAI KANTAN,3.001743,101.791298,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'SUNGAI KANTAN'
BBA4029,SEKOLAH KEBANGSAAN TAMAN CUEPACS,BATU 9,CHERAS,3.078493,101.759093,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'CHERAS'
BBA4030,SEKOLAH KEBANGSAAN TAMAN KOSAS,JALAN KOSAS 3/9, TAMAN KOSAS,3.148163,101.773833,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'TAMAN KOSAS'
BBA4032,SEKOLAH KEBANGSAAN JALAN 3,JALAN 3/4, SEKSYEN 3,2.946089,101.779441,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'SEKSYEN 3'
BBA4033,SEKOLAH KEBANGSAAN PANDAN INDAH,JALAN PANDAN ILMU, PANDAN INDAH,3.125551,101.751969,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'PANDAN INDAH'
BBA4034,SEKOLAH KEBANGSAAN BANDAR TUN HUSSEIN ONN,JALAN SUASANA,BANDAR TUN HUSSEIN ONN,3.053283,101.766086,PPD HULU LANGAT,['RENDAH'],could not convert string to float: 'BANDAR TUN HUSSEIN ONN'
